"","year_vcs","first_vcs","first_vcs_other","first_bazaar","first_cvs","first_git","first_hg","first_monotone","first_svn","first_other","first_other_text","use_bitbucket","use_github","use_gitlab","use_sourceforge","use_selfhost","use_nothing","use_other_platform","use_selfhost_text","use_other_platform_text","why_no_platform","freq_git","freq_git_text","freq_platform","freq_platform_text","use_local_gui","use_local_term","use_local_other","use_local_other_text","why_vcs","why_vcs_text","how_learn_books","how_learn_credit_course","how_learn_online_course","how_learn_rtfm","how_learn_accel","how_learn_webinar","how_learn_workshop","how_learn_other","how_learn_other_text","who_taught_git","when_learn_git","when_learn_git_other","local_ease","ghp_ease","proficiency","freq_reteach","freq_reteach_text","fave_resource","have_taught","make_materials","regularly_teach","teach_inperson","teach_vasync","teach_vsync","improve_teaching","why_ghps","why_ghps_other_text","ghp_as_backup","use_ci","use_annotation","use_fork_pr","use_issues","use_pages","use_boards","use_wikis","use_other_feat","use_other_feat_text","how_use_ci","private_fund","public_fund","dontknow_fund","no_funds","other_fund","other_fund_text","fund_open","scholexp_collab","scholexp_edu","scholexp_method","scholexp_peerprod","scholexp_peer_review","scholexp_pub","scholexp_qa","scholexp_repro","scholexp_other","scholexp_other_text","author_collab","freq_author_collab","freq_author_collab_text","onboarding","how_doc","aca_platform","copy_longterm","archive_figshare","archive_ir","archive_osf","archive_sh","archive_zenodo","archive_other","archive_other_text","disc","disc_other_text","status","status_other_text","length_role","institution","institution_other_text"
"111","2015","Git","-99",0,0,1,0,0,0,0,"-99",0,1,1,0,1,0,0,"Gitea","-99","","Daily","-99","Daily","-99",0,1,0,"-99","I need a version control system.","-99",0,0,0,1,0,0,0,0,"-99","I had to use Git to contribute to projects I was interested in, so I learned it by reading `man git`","Before entering postsecondary education","-99","2","4","4","Other:","In a certain sense I have to relearn git every day; the UX is awful and I'm always finding things that surprise me, even after five years.","Pro Git is awesome.","Yes","I make them myself","Yes",1,0,0,"Honestly, a better UX. The fundamental concepts, while complex, aren't really anything second-year CS students can't understand - trees, pointers, etc. However, the Git UX is _garbage_. I can't explain satisfactorily to students why `git checkout -b my_branch` and `git checkout file` are different, because they shouldn't both use `checkout`.  Either some kind of comprehensive CLI wrapper would be nice, or just improvements from the actual Git project.  Infographical handouts would be cool, though.","Collaboration (e.g. editing and updating data/code within a team)","-99","Yes",0,1,1,1,0,1,0,0,"-99","",0,1,0,0,0,"-99","",1,1,0,0,0,0,0,0,0,"-99","Yes","Daily","-99","No","-99","Yes","No",NA,NA,NA,NA,NA,NA,"","Computer & Information Sciences","-99","Undergraduate student","-99","0-3 years","Private University","-99"
"112","2015","Git","-99",0,0,1,0,0,0,0,"-99",0,1,0,0,0,0,0,"-99","-99","","Weekly","-99","Weekly","-99",0,1,1,"Web interface to copy code or download versioned documents ","I need a version control system.","-99",0,0,0,0,0,0,0,1,"On the job, Googling stackoverflow","-99","After entering postsecondary education","-99","3","3","2","Once a semester","-99","-99","No","","",NA,NA,NA,"","Publishing (e.g. making content available online)","-99","Yes",0,0,1,0,1,0,0,0,"-99","",0,0,0,1,0,"-99","",1,0,0,0,0,0,0,0,0,"-99","Yes","Monthly","-99","No","-99","Maybe","No",NA,NA,NA,NA,NA,NA,"","Other","-99","Staff","-99","0-3 years","Private University","-99"
"113","2013","Git","-99",0,0,1,0,0,0,0,"-99",1,1,1,0,1,0,0,"Gitea","-99","","Daily","-99","Weekly","-99",1,1,0,"-99","I need a version control system.","-99",0,0,0,1,0,0,0,1,"Learning by doing","Self-taught","After entering postsecondary education","-99","3","2","4","Never","-99","The Pro Git book (https://git-scm.com/book/en/v2)","No","","",NA,NA,NA,"","Publishing (e.g. making content available online)","-99","Yes",1,0,1,1,1,1,0,0,"-99","I use CI for per-commit testing and automated deployment.",1,1,0,0,0,"-99","No",1,0,0,0,1,0,0,0,0,"-99","Yes","Monthly","-99","No","Interactive notebooks / Markdown documents","Maybe","Yes",0,0,1,0,1,0,"-99","Cognitive Psychology","-99","Doctoral student","-99","8-10 years","Public University","-99"
"114","2008","Git","-99",0,0,1,0,0,0,0,"-99",1,1,1,0,0,0,0,"-99","-99","","Daily","-99","Weekly","-99",0,1,0,"-99","Other:","For hobby projects",1,0,0,1,0,0,0,0,"-99","Self-taught","Before entering postsecondary education","-99","2","1","4","Never","-99","Building Git by James Coglan","No","","",NA,NA,NA,"","Version Control","-99","Yes",1,1,1,1,0,0,0,0,"-99","All code I publish some some form of CI integrated to ensure that unit and integration tests always pass.",0,1,1,0,0,"-99","",0,0,0,0,0,1,1,1,0,"-99","Yes","Once every 4 months","-99","No","-99","Maybe","No",NA,NA,NA,NA,NA,NA,"","Biomedical Sciences","-99","Undergraduate student","-99","4-7 years","Public University","-99"
"115","2015","Git","-99",0,0,1,0,0,0,0,"-99",1,1,1,0,0,0,0,"-99","-99","","Weekly","-99","Daily","-99",0,1,0,"-99","I need a version control system.","-99",0,0,0,1,0,0,0,0,"-99","-99","After entering postsecondary education","-99","2","2","2","Once a semester","-99","cheat sheets found online","Yes","I mix original and secondary materials","No",1,0,0,"time and some handsout I would make myself to create (typical) examples for my colleagues","Openness (e.g. sharing data and code for open access)","-99","No",1,0,0,0,0,0,1,0,"-99","-99",1,1,0,0,0,"-99","Yes",1,1,0,0,0,0,0,1,0,"-99","Yes","Once every 4 months","-99","No","Personal documenting in PDF","Maybe","Yes",0,1,0,0,1,0,"-99","Hydrology & Water Resources ","-99","Other","Researcher","0-3 years","Other:","Research center (French Geological Survey)"
"116","2012","Git","-99",0,0,1,0,0,0,0,"-99",0,1,1,0,0,0,0,"-99","-99","","Daily","-99","Weekly","-99",0,1,0,"-99","My collaborators use it.","-99",0,0,0,0,0,0,0,1,"Taught by a colleague","PhD student","After entering postsecondary education","-99","4","2","3","Once a year","-99","Carpentries lesson (for basics)","Yes","I mix original and secondary materials","No",1,0,0,"More helpers in the room are always good. More time for the material would also be good.","Collaboration (e.g. editing and updating data/code within a team)","-99","Yes",1,1,1,1,1,0,0,0,"-99","I set up Travis CI on some of my GitHub repos, with some tests for larger projects, and wrote tests with Travis for existing projects.",0,1,1,0,0,"-99","",1,1,0,0,0,0,0,1,0,"-99","Yes","Monthly","-99","No","In the documentation of the GitHub repo, there is usually some ""process"" information about how to contribute and how the project is set up. Some fields tend to write a full protocol. Where possible, I like to preregister my planned analysis (e.g. using the Open Science Framework).","No","Yes",0,0,1,0,1,0,"-99","Computer Science","-99","Other","Data Science Specialist, like a Research Software Engineer (RSE), (mostly research support, some research)","0-3 years","Public University","-99"
"117","2014","Git","-99",0,0,1,0,0,0,0,"-99",0,1,0,0,0,0,0,"-99","-99","","Weekly","-99","Weekly","-99",0,1,0,"-99","I need a version control system.","-99",0,0,0,0,0,0,1,0,"-99","a Carpentries instructor","After entering postsecondary education","-99","3","2","3","Once a semester","-99","-99","No","","",NA,NA,NA,"","Collaboration (e.g. editing and updating data/code within a team)","-99","Yes",0,0,0,1,0,0,0,0,"-99","",0,1,0,0,0,"-99","",1,1,0,0,0,0,0,1,0,"-99","Yes","Weekly","-99","No","-99","Maybe","Yes",0,0,1,0,0,0,"-99","Information Science ","-99","Other","-99","0-3 years","Other:","-99"
"118","2011","SVN","-99",0,0,1,0,0,0,0,"-99",0,1,1,0,0,0,1,"-99","Institutional instances of GitLab & institutional instance of SVN which I target with git-svn.","","Daily","-99","Daily","-99",0,1,0,"-99","I need a version control system.","-99",1,0,0,1,0,0,0,0,"-99","Mostly the Git Book & Stack Overflow, then again The Carpentries as part of teaching git","Before entering postsecondary education","-99","3","2","4","Once a year","-99","Stack Overflow","Yes","I mix original and secondary materials","Yes",1,0,1,"Helpers, in the room or the video conference! Slides to teach the mental model of git, a tool for collaborative notetaking, an accessible terminal application (large font size, command buffer (""history""), accessible colour scheme), willing learners :)","Collaboration (e.g. editing and updating data/code within a team)","-99","No",1,1,1,1,1,1,0,0,"-99","CI kicks in for all commits for most projects, building and running tests. Also CI builds static pages, releases to platforms (e.g., Maven Central). Pretty much nothing runs without CI.",0,1,0,0,0,"-99","",1,1,1,1,1,0,1,1,0,"-99","Yes","Daily","-99","No","As logs in Markdown, or issues.","Maybe","Yes",0,1,0,1,1,0,"-99","Linguistics ","-99","Doctoral student","-99","0-3 years","Other:","Public university + Non-university research institute"
"119","2015","Git","-99",0,0,1,0,0,0,0,"-99",0,1,0,0,0,0,0,"-99","-99","","Weekly","-99","Weekly","-99",1,0,0,"-99","My collaborators use it.","-99",0,0,0,1,0,0,0,1,"collaborator showed me","Fellow PhD student who collaborated with us","After entering postsecondary education","-99","4","2","3","Once a year","-99","-99","Yes","I make them myself","No",1,0,0,"more general computer problem-solving help, help installing, computer crashing, permission problems etc","Other:","All of those are the primary reasons!","No",0,1,1,1,0,0,0,0,"-99","",1,0,0,0,0,"-99","",1,0,1,0,1,1,1,1,0,"-99","Yes","Weekly","-99","No","preregistering methods/analysis plans on OSF,  commenting all code and pushing to open Github repo","Maybe","No",NA,NA,NA,NA,NA,NA,"","Biology-Biological Sciences","-99","Postdoc","-99","0-3 years","Public University","-99"
"120","1994 or earlier","CVS","-99",0,0,1,0,0,0,0,"-99",0,0,1,0,1,0,0,"private gitlab instance","-99","","Daily","-99","Daily","-99",0,1,0,"-99","Other:","needed a *better* distributed VC",0,0,0,1,0,0,0,0,"-99","self-taught","After entering postsecondary education","-99","2","2","4","Other:","-99","-99","Yes","I make them myself","No",1,0,0,"-99","Openness (e.g. sharing data and code for open access)","-99","No",1,0,1,1,1,0,0,0,"-99","-99",0,1,0,0,0,"-99","",1,1,0,0,0,0,0,1,0,"-99","Yes","Weekly","-99","Yes","-99","No","Yes",1,1,0,0,1,0,"-99","Epidemiology ","-99","Tenure track faculty","-99","11+ years","Public University","-99"
"121","2001","CVS","-99",0,0,1,0,0,0,0,"-99",0,1,0,0,0,0,0,"-99","-99","","Weekly","-99","Weekly","-99",0,1,0,"-99","I need a version control system.","-99",1,0,0,1,0,0,0,0,"-99","I did. Self-taught. ","After entering postsecondary education","-99","2","2","3","Once a year","-99","Stackoverflow","Yes","I mix original and secondary materials","No",1,0,0,"I’m all set.","Openness (e.g. sharing data and code for open access)","-99","Yes",0,1,1,1,1,0,1,0,"-99","",1,1,0,0,0,"-99","Yes",1,1,0,0,0,1,0,1,0,"-99","Yes","Monthly","-99","No","What do you mean by “research protocol”. That’s not a term-of-art in my world. ","No","Yes",1,1,0,0,1,0,"-99","Ancient Studies ","-99","Continuing-contract/clinical/teaching faculty","-99","8-10 years","Private University","-99"
"122","2019","Git","-99",0,0,1,0,0,0,0,"-99",0,1,0,0,0,0,0,"-99","-99","","Weekly","-99","Weekly","-99",0,1,0,"-99","My collaborators use it.","-99",0,0,0,0,0,0,1,0,"-99","Members in Stats club","After entering postsecondary education","-99","1","1","3","Once a semester","-99","Tutorial from Stats club ","Yes","I reuse materials from others","No",1,0,0,"More examples ","Collaboration (e.g. editing and updating data/code within a team)","-99","No",0,1,1,0,0,1,0,0,"-99","",0,0,0,1,0,"-99","",0,1,0,0,0,0,0,1,0,"-99","Yes","Monthly","-99","Yes","As a part of a group","Yes","No",NA,NA,NA,NA,NA,NA,"","Statistics ","-99","Masters student","-99","0-3 years","Private University","-99"
"123","2016","Git","-99",0,0,1,0,0,0,0,"-99",0,1,0,0,1,0,1,"Git","-99","","Weekly","-99","Weekly","-99",1,1,0,"-99","My collaborators use it.","-99",1,0,0,0,0,1,0,0,"-99","Colleagues helped (programmers)","After entering postsecondary education","-99","4","3","3","Once a year","-99","Google","No","","",NA,NA,NA,"","Collaboration (e.g. editing and updating data/code within a team)","-99","Yes",0,1,0,1,0,0,0,0,"-99","",1,1,0,0,0,"-99","Yes",0,0,0,1,0,0,1,0,0,"-99","Yes","Other:","Variable, currently weekly but long stretches of non-use have occurred. ","No","Annotation in code , open source repos, inclusion of code in the academic commons archive. ","Maybe","Yes",0,1,0,0,0,0,"-99","Geography","-99","Other","Officer of Research","11+ years","Private University","-99"
"124","1999","CVS","-99",0,1,1,1,0,1,0,"-99",1,1,1,0,1,0,0,"trac","-99","","Daily","-99","Daily","-99",0,1,1,"web interface","I need a version control system.","-99",1,0,0,0,0,0,0,1,"on the job/from colleagues","myself","After entering postsecondary education","-99","3","3","4","Once a semester","-99","stackoverflow","Yes","I make them myself","No",0,1,0,"-99","Collaboration (e.g. editing and updating data/code within a team)","-99","Yes",1,1,1,1,1,0,1,0,"-99","We run tests on updates to the libraries, etc. we develop.",0,1,0,0,0,"-99","",1,0,0,0,1,1,1,1,0,"-99","Yes","Daily","-99","No","ad hoc","Maybe","Yes",0,1,0,0,0,0,"-99","Mathematics & Computer Science ","-99","Continuing-contract/clinical/teaching faculty","-99","11+ years","Public University","-99"
"125","1998","CVS","-99",0,0,1,0,0,0,0,"-99",1,1,0,0,0,0,0,"-99","-99","","Weekly","-99","Weekly","-99",1,0,0,"-99","I need a version control system.","-99",1,0,0,0,0,0,0,0,"-99","Self taught","After entering postsecondary education","-99","3","2","3","Once a year","-99","-99","Yes","I mix original and secondary materials","No",1,0,0,"-99","Collaboration (e.g. editing and updating data/code within a team)","-99","Yes",1,1,1,1,1,1,0,0,"-99","Testing and code coverage",0,1,0,0,0,"-99","",1,0,0,0,0,0,0,0,0,"-99","Yes","Weekly","-99","No","-99","Maybe","Yes",0,0,0,0,1,0,"-99","Ecology & Evolutionary Biology ","-99","Continuing-contract/clinical/teaching faculty","-99","4-7 years","Public University","-99"
"126","2006","SVN","-99",0,0,1,0,0,1,0,"-99",1,1,0,0,0,0,0,"-99","-99","","Daily","-99","Daily","-99",1,1,0,"-99","Other:","Its branching and tagging features were superior to SVN.",1,0,0,1,0,0,0,0,"-99","I am self taught.","After entering postsecondary education","-99","3","2","3","Weekly","-99","Stack Overflow, but often https://git-scm.com/book/en/v2","Yes","I reuse materials from others","No",1,0,0,"A comparison lesson with SVN and other source control systems.","Openness (e.g. sharing data and code for open access)","-99","Yes",1,1,1,1,1,0,0,0,"-99","I've used it for evaluating pull requests by executing automated testing. Once that passes, I also have DockerHub build and publish a Docker image, if necessary.",1,1,0,0,0,"-99","Yes",1,0,0,0,0,1,0,0,0,"-99","Yes","Daily","-99","No","We use a private wiki.","Maybe","No",NA,NA,NA,NA,NA,NA,"","Computer Science","-99","Doctoral student","-99","4-7 years","Public University","-99"
"127","2019","Git","-99",0,0,1,0,0,0,0,"-99",0,1,0,0,0,0,0,"-99","-99","","Daily","-99","Daily","-99",0,1,0,"-99","I need a version control system.","-99",1,0,0,0,0,0,0,0,"-99","-99","After entering postsecondary education","-99","3","2","2","Once a semester","-99","-99","No","","",NA,NA,NA,"","Version Control","-99","Yes",0,0,1,1,0,0,0,0,"-99","",0,1,0,0,0,"-99","",0,0,0,0,0,0,0,0,1,"None","Yes","Once every 4 months","-99","I don't know","-99","Maybe","No",NA,NA,NA,NA,NA,NA,"","Elementary Particle Physics","-99","Postdoc","-99","0-3 years","Public University","-99"
"128","2016","Git","-99",0,0,1,0,0,0,0,"-99",1,1,1,0,0,0,0,"-99","-99","","Daily","-99","Daily","-99",0,1,0,"-99","I need a version control system.","-99",1,0,0,0,0,0,0,0,"-99","-99","After entering postsecondary education","-99","2","2","3","Once a semester","-99","Bitbucket's git website","Yes","I reuse materials from others","No",1,0,0,"A mock git server on the computer with GUI trees, so I'd be working in a directory and then on another screen they could see the changes as a GUI tree, then the ""server"" on the computer would just be the repo in another place, and then we could get into conflicts and all that groovy stuff in GUI detail.   Ask the cats about it sometime. ","Other:","Backups and multi-computer synchronization (is that version control?)","Yes",1,0,0,0,1,0,0,0,"-99","To make websites, specifically with reveal.js slides. For teaching git. Very circular.",0,1,0,0,0,"-99","",0,0,0,0,0,0,0,0,1,"Reporting bugs, is that QA???","Yes","Once a year","-99","No","On a wiki","Maybe","Yes",0,0,1,0,0,0,"-99","Genetics","-99","Postdoc","-99","0-3 years","Private University","-99"
"129","2002","SVN","-99",0,0,1,0,0,0,0,"-99",0,1,1,0,0,0,0,"-99","-99","","Daily","-99","Daily","-99",0,1,0,"-99","I need a version control system.","-99",1,0,0,0,0,0,0,1,"-99","Me. Being Me.","After entering postsecondary education","-99","1","1","3","Never","-99","Google","Yes","I make them myself","No",1,0,0,"Interactive course (i.e. DataCamp)","Collaboration (e.g. editing and updating data/code within a team)","-99","No",1,1,1,1,1,0,0,0,"-99","Passing travis.ci and codecov required to merge PRs",1,1,0,0,0,"-99","Yes",1,0,0,0,0,0,0,0,0,"-99","Yes","Daily","-99","Yes","Both","No","Yes",0,0,0,0,1,1,"Pypi, conda, CRAN","Systematic Biology","-99","Postdoc","-99","0-3 years","Private University","-99"
"130","2014","Git","-99",0,0,1,0,0,0,0,"-99",0,1,1,0,0,0,0,"-99","-99","","Daily","-99","Daily","-99",1,0,0,"-99","My collaborators use it.","-99",1,0,0,1,0,0,0,0,"-99","-99","After entering postsecondary education","-99","4","3","3","Other:","na","stackoverflow","Yes","I mix original and secondary materials","No",1,0,0,"-99","Publishing (e.g. making content available online)","-99","Yes",1,1,1,1,1,0,0,0,"-99","check that a commit hasn't introduced a bug",0,1,0,0,0,"-99","",1,1,1,1,0,1,0,1,0,"-99","No","","","","handwritten notebook","Maybe","No",NA,NA,NA,NA,NA,NA,"","Biostatistics ","-99","Doctoral student","-99","0-3 years","Other:","research institute"
"131","2011","Git","-99",0,0,1,0,0,0,0,"-99",0,1,0,0,0,0,0,"-99","-99","","Once every 4 months","-99","Weekly","-99",1,0,0,"-99","My collaborators use it.","-99",0,0,0,0,0,0,1,0,"-99","An instructor","After entering postsecondary education","-99","4","3","3","Once a year","-99","-99","No","","",NA,NA,NA,"","Openness (e.g. sharing data and code for open access)","-99","No",0,0,1,1,1,0,0,0,"-99","",0,0,0,0,1,"It's part of my job, so it's funded by my salary ","",1,1,0,0,0,1,0,0,0,"-99","No","","","","text documents","Maybe","No",NA,NA,NA,NA,NA,NA,"","Library Science","-99","Tenure track faculty","-99","4-7 years","Private University","-99"
"132","2015","Git","-99",0,0,1,0,0,0,0,"-99",1,1,0,0,1,0,0,"git.bioconductor.org","-99","","Daily","-99","Daily","-99",0,1,0,"-99","I need a version control system.","-99",0,0,1,0,0,0,0,1,"Interactive tutorials","The internet","After entering postsecondary education","-99","2","1","3","Never","-99","Altassian website","No","","",NA,NA,NA,"","Openness (e.g. sharing data and code for open access)","-99","Yes",1,1,1,1,1,1,1,0,"-99","I've used Travis CI and Appveyor to run tests on the code that I write",0,1,0,0,0,"-99","",1,1,0,0,1,1,0,1,0,"-99","Yes","Monthly","-99","No","-99","No","No",NA,NA,NA,NA,NA,NA,"","Public Health","-99","Continuing-contract/clinical/teaching faculty","-99","4-7 years","Public University","-99"
"133","2008","Git","-99",0,0,1,0,0,0,0,"-99",0,1,1,0,0,0,0,"-99","-99","","Daily","-99","Daily","-99",0,1,1,"magit (emacs)","Other:","undergrad CS assignemts were submitted via `git push` (and graded via git-hooks)",1,0,0,1,0,0,1,0,"-99","CS professor taught git add, git commit, git push to submit assignments without teaching anything about version control ","After entering postsecondary education","-99","4","2","3","Once a semester","-99","https://happygitwithr.com/","Yes","I mix original and secondary materials","No",1,0,0,"Relevant (for scientists) ""demo"" repositories that learners can start working on right away.  I can share working code for learners to run, change and observe. My git curriculum (software carpentry) on the other hand starts from an empty repo from which plain text is added and removed","Publishing (e.g. making content available online)","-99","Yes",1,1,1,1,1,0,0,0,"-99","Our lab website is a repo of markdown files built using github actions.  I also test my R packages with Travis CI ",0,1,0,0,0,"-99","",0,0,1,0,0,1,1,1,0,"-99","Yes","Monthly","-99","No","Our lab website was an attempt to document group research protocols.  I use org-mode/literate programming in all of my work","Maybe","No",NA,NA,NA,NA,NA,NA,"","Bioinformatics ","-99","Doctoral student","-99","4-7 years","Private University","-99"
