"","year_vcs","first_vcs","first_vcs_other","first_bazaar","first_cvs","first_git","first_hg","first_monotone","first_svn","first_other","first_other_text","use_bitbucket","use_github","use_gitlab","use_sourceforge","use_selfhost","use_nothing","use_other_platform","use_selfhost_text","use_other_platform_text","why_no_platform","freq_git","freq_git_text","freq_platform","freq_platform_text","use_local_gui","use_local_term","use_local_other","use_local_other_text","why_vcs","why_vcs_text","how_learn_books","how_learn_credit_course","how_learn_online_course","how_learn_rtfm","how_learn_accel","how_learn_webinar","how_learn_workshop","how_learn_other","how_learn_other_text","who_taught_git","when_learn_git","when_learn_git_other","local_ease","ghp_ease","proficiency","freq_reteach","freq_reteach_text","fave_resource","have_taught","make_materials","regularly_teach","teach_inperson","teach_vasync","teach_vsync","improve_teaching","why_ghps","why_ghps_other_text","ghp_as_backup","use_ci","use_annotation","use_fork_pr","use_issues","use_pages","use_boards","use_wikis","use_other_feat","use_other_feat_text","how_use_ci","private_fund","public_fund","dontknow_fund","no_funds","other_fund","other_fund_text","fund_open","scholexp_collab","scholexp_edu","scholexp_method","scholexp_peerprod","scholexp_peer_review","scholexp_pub","scholexp_qa","scholexp_repro","scholexp_other","scholexp_other_text","author_collab","freq_author_collab","freq_author_collab_text","onboarding","how_doc","aca_platform","copy_longterm","archive_figshare","archive_ir","archive_osf","archive_sh","archive_zenodo","archive_other","archive_other_text","disc","disc_other_text","status","status_other_text","length_role","institution","institution_other_text"
"77","2014","Git","-99",0,0,1,0,0,0,0,"-99",0,1,0,0,0,0,0,"-99","-99","","Daily","-99","Daily","-99",0,1,0,"-99","Other:","Necessary for job",0,0,0,0,0,0,0,1,"On the job","Supervisor (research scientist in a computer science dept)","After entering postsecondary education","-99","2","3","3","Weekly","-99","git reference manual","No","","",NA,NA,NA,"","Version Control","-99","Yes",1,0,1,1,0,0,0,0,"-99","Deploying projects",1,1,0,0,0,"-99","No",1,0,0,0,0,0,1,1,0,"-99","Yes","Weekly","-99","No","Mix of email correspondence, code","Yes","Yes",0,0,0,0,0,1,"Dataverse","Sociology ","-99","Doctoral student","-99","4-7 years","Private University","-99"
"78","2016","Git","-99",0,0,1,0,0,0,0,"-99",0,1,0,0,0,0,0,"-99","-99","","Daily","-99","Daily","-99",0,1,0,"-99","Other:","All of the above",1,0,0,1,0,1,0,0,"-99","Strangers online","Other:","Sorry, I am unsure what postsecondary educution means. I learned git while studying doctoral studies.","2","1","3","Never","-99","Stackoverflow and similar websites","No","","",NA,NA,NA,"","Change tracking (e.g. changes/additions to code on a macro-scale)","-99","No",0,0,1,1,0,0,0,0,"-99","",0,1,0,0,0,"-99","",1,0,0,0,0,1,0,1,0,"-99","Yes","Daily","-99","No","Internal wiki (not publicly accessible)","No","No",NA,NA,NA,NA,NA,NA,"","Neuroscience ","-99","Doctoral student","-99","0-3 years","Public University","-99"
"79","2015","Git","-99",0,0,1,0,0,0,0,"-99",0,1,1,0,0,0,0,"-99","-99","","Daily","-99","Daily","-99",0,1,0,"-99","Other:","I wanted to share projects I was working on (with myself on other machines and with other people)",1,0,1,1,0,1,0,1,"maintainers of other open source software projects","Mostly myself; I did project based learning with projects that didn't ""need"" git, but could be improved by using it.","After entering postsecondary education","-99","4","3","3","Other:","I use fundamental operations daily (status, log, add, commit, pull, push, checkout), but operations like cherry-pick, rebase, reset, and the like, I have to look them up to make sure I'm using them correctly","fundamentals: software carpentry (https://swcarpentry.github.io/git-novice/), stackoverflow is usually (at least) the intermediary for finding answers to specific git questions.","Yes","I mix original and secondary materials","No",1,1,1,"I think helpers that could walk around/interact with specific individuals that are having issues would provide the largest benefit to me.","Openness (e.g. sharing data and code for open access)","-99","Yes",1,1,1,1,1,1,1,1,"Tags/Releases","When I'm contributing to open source projects we use circleci and travisci to run testing suites and deploy docker images/pypi packages on tagged releases.  For other interactive analysis projects, I use binder to deploy an interactive notebook for others to play with.  For data collection/analysis projects I use circleci/travisci to validate and preprocess data.",0,1,0,0,0,"-99","",1,1,1,0,1,1,1,1,0,"-99","Yes","Weekly","-99","Yes","We use templates to provide a universal sensible structure across projects so that information is easily findable, and we use community accepted data formatting/file naming standards so that information is communicated just by seeing the filename.","Maybe","Yes",0,0,1,0,1,0,"-99","Neuroscience ","-99","Doctoral student","-99","4-7 years","Public University","-99"
"80","2018","Git","-99",0,0,1,0,0,0,0,"-99",0,0,0,0,1,0,0,"Selfhosted GitLab Server","-99","","Daily","-99","Weekly","-99",0,1,0,"-99","My collaborators use it.","-99",1,0,0,0,0,0,0,0,"-99","Other lab members, primarily","After entering postsecondary education","-99","3","3","3","Never","-99","Stackoverflow!","Yes","I mix original and secondary materials","No",1,0,0,"A comprehensive reference manual that isn't too technical, that I could just give people","Collaboration (e.g. editing and updating data/code within a team)","-99","Yes",1,1,1,1,0,0,1,0,"-99","We run automated tests and deployment to development servers",0,1,0,0,0,"-99","",0,1,0,0,0,0,1,0,1,"Implementation of research techniques for third parties","No","","","","Gitlab wikis, source code documentation","Maybe","No",NA,NA,NA,NA,NA,NA,"","Computer Science","-99","Undergraduate student","-99","0-3 years","Public University","-99"
"81","2003","CVS","-99",0,0,1,0,0,0,0,"-99",0,1,0,0,0,0,0,"-99","-99","","Daily","-99","Daily","-99",0,1,1,"Github web interface","My collaborators use it.","-99",1,0,0,1,0,0,0,1,"Peers","Will Schefler. Graduate student.","After entering postsecondary education","-99","4","2","3","Never","-99","https://git-scm.com/book/en/v2","Yes","I reuse materials from others","No",1,0,0,"-99","Collaboration (e.g. editing and updating data/code within a team)","-99","Yes",1,1,1,1,0,0,0,0,"-99","We have a custom in-house developed CI cluster that builds our code on all supported systems, runs code quality, unit, integration, and scientific tests on all revision in our master branch. ",1,0,0,0,0,"-99","",0,0,0,0,1,0,0,1,0,"-99","Yes","Daily","-99","Yes","Wiki","Maybe","No",NA,NA,NA,NA,NA,NA,"","Biophysics & Molecular Biology ","-99","Staff","-99","4-7 years","Other:","Non-profit research institute"
"82","2001","CVS","-99",0,0,1,0,0,0,0,"-99",0,0,0,0,1,0,0,"Local GitLab","-99","","Daily","-99","Once every 4 months","-99",0,1,0,"-99","I need a version control system.","-99",1,0,1,0,0,0,0,0,"-99","-99","After entering postsecondary education","-99","3","2","3","Never","-99","google","No","","",NA,NA,NA,"","Collaboration (e.g. editing and updating data/code within a team)","-99","Yes",0,0,0,1,0,0,0,0,"-99","",1,1,0,0,0,"-99","I don't know",0,0,0,0,0,0,0,0,1,"None","Yes","Weekly","-99","No","Internal Wiki","No","No",NA,NA,NA,NA,NA,NA,"","Bioinformatics ","-99","Staff","-99","11+ years","Public University","-99"
"83","2006","SVN","-99",0,0,1,0,0,0,1,"fossil",0,1,0,0,1,0,1,"fossil","sourcehut.org","","Daily","-99","Daily","-99",0,1,0,"-99","Other:","Switch from SVN to distributed VCS",0,0,0,1,0,0,0,0,"-99","-99","After entering postsecondary education","-99","4","3","3","Other:","just certain branch management commands","web search","Yes","I reuse materials from others","No",1,0,0,"-99","Openness (e.g. sharing data and code for open access)","-99","Yes",1,1,1,1,0,0,1,0,"-99","Testing changes, sometimes pushing payloads.",0,0,0,1,0,"-99","",0,0,0,0,0,0,0,1,0,"-99","Yes","Daily","-99","No","Lackingly","Yes","Yes",0,0,0,0,1,0,"-99","Other","-99","Staff","-99","4-7 years","Public University","-99"
"84","2010","SVN","-99",0,0,1,0,0,0,0,"-99",0,1,0,0,1,0,0,"gitlab","-99","","Daily","-99","Weekly","-99",0,1,0,"-99","I need a version control system.","-99",1,0,0,0,0,0,0,0,"-99","-99","After entering postsecondary education","-99","3","3","3","Once a semester","-99","-99","No","","",NA,NA,NA,"","Openness (e.g. sharing data and code for open access)","-99","Yes",0,0,1,0,0,0,1,0,"-99","",0,1,0,0,0,"-99","",1,0,0,0,0,0,0,0,0,"-99","Yes","Monthly","-99","No","-99","Maybe","Yes",0,0,0,0,1,0,"-99","Chemical Physics ","-99","Tenure track faculty","-99","4-7 years","Other:","National research center"
"85","1999","CVS","-99",0,0,1,0,0,0,0,"-99",1,1,0,0,0,0,0,"-99","-99","","Daily","-99","Daily","-99",0,1,0,"-99","I need a version control system.","-99",1,0,0,0,0,0,0,0,"-99","-99","After entering postsecondary education","-99","3","1","3","Other:","not sure what 'reteach yourself' means, I'm looking up how to do things less common for me all the time ","just google at this point","No","","",NA,NA,NA,"","Openness (e.g. sharing data and code for open access)","-99","Yes",1,1,1,1,1,1,1,0,"-99","-99",1,0,0,1,0,"-99","",1,0,0,0,0,1,0,0,0,"-99","No","","","","-99","No","No",NA,NA,NA,NA,NA,NA,"","Information Science ","-99","Staff","-99","0-3 years","Other:","independent nonprofit academic institute"
"86","2017","Git","-99",0,0,1,1,0,0,0,"-99",1,0,0,0,1,0,1,"Heptapod (forked gitlab with HG)","SourceHut","","Weekly","-99","Daily","-99",0,1,0,"-99","I need a version control system.","-99",0,0,0,0,0,0,1,1,"godforsaken git man pages","-99","After entering postsecondary education","-99","3","2","3","Other:","it's complicated because I mainly use HG so...occasionally but only when I forget that I aliased all of the basic git commands","man pages, stack exchange","Yes","I mix original and secondary materials","No",1,0,0,"a handout would be...handy","Publishing (e.g. making content available online)","-99","Yes",0,1,0,0,0,0,0,0,"-99","",0,0,0,1,0,"-99","",1,1,0,0,0,0,0,1,0,"-99","No","","","","I leave notes in my code and then go back and write up docs based on those notes.","Maybe","Yes",0,1,1,0,0,0,"-99","Library Science","-99","Continuing-contract/clinical/teaching faculty","-99","0-3 years","Public University","-99"
"87","1994 or earlier","Other","rcs",0,0,1,0,0,1,0,"-99",0,1,1,0,0,0,0,"-99","-99","","Daily","-99","Weekly","-99",0,1,0,"-99","Other:","open source projects",1,0,0,0,0,0,0,0,"-99","self-taught from books","Before entering postsecondary education","-99","3","3","3","Once a semester","-99","The O'Reilly Git book","Yes","I mix original and secondary materials","No",1,0,0,"Helper in the room Possibly something visual My students were very unfamiliar with the command line which made things very difficult for many of them.","Collaboration (e.g. editing and updating data/code within a team)","-99","No",0,1,1,1,1,0,1,0,"-99","",0,1,0,0,0,"-99","",0,0,0,1,0,0,0,1,0,"-99","Yes","Monthly","-99","I don't know","-99","Maybe","I don't know",NA,NA,NA,NA,NA,NA,"","Computer Science","-99","Staff","-99","0-3 years","Private University","-99"
"88","2008","CVS","-99",0,0,1,0,0,0,0,"-99",1,1,1,0,1,0,1,"cgit","Simple SSH git repo","","Daily","-99","Daily","-99",0,1,1,"magit (emacs)","I need a version control system.","-99",1,0,0,0,0,0,0,0,"-99","Self taught","Before entering postsecondary education","-99","1","1","3","Never","-99","man page","Yes","I mix original and secondary materials","No",1,0,0,"1-page handout","Other:","Accessibility","No",1,1,1,1,1,0,1,0,"-99","Travis to check and publish builds",0,1,0,0,0,"-99","",1,1,0,0,0,0,0,0,0,"-99","Yes","Weekly","-99","No","Google docs","Maybe","Yes",0,0,1,0,1,1,"Dataverse","Natural Products Chemistry & Pharmacognosy","-99","Continuing-contract/clinical/teaching faculty","-99","0-3 years","Public University","-99"
"89","2016","Git","-99",0,0,1,0,0,0,0,"-99",0,1,0,0,0,0,0,"-99","-99","","Daily","-99","Daily","-99",1,0,0,"-99","I need a version control system.","-99",1,0,0,1,0,0,0,0,"-99","Myself","After entering postsecondary education","-99","4","4","3","Other:","-99","-99","Yes","I mix original and secondary materials","No",1,0,0,"-99","Other:","All of the above","Yes",1,1,1,1,1,1,0,0,"-99","-99",0,1,0,0,0,"-99","",1,0,1,0,1,1,0,1,0,"-99","Yes","Daily","-99","No","-99","No","Yes",0,0,0,0,1,0,"-99","Medicinal & Pharmaceutical Chemistry ","-99","Doctoral student","-99","4-7 years","Public University","-99"
"90","2014","Git","-99",0,0,1,0,0,0,0,"-99",0,1,1,0,0,0,0,"-99","-99","","Daily","-99","Daily","-99",0,1,0,"-99","I need a version control system.","-99",1,0,1,1,0,0,0,0,"-99","Self-taught. Colleague (fellow student) recommended it.","After entering postsecondary education","-99","3","1","3","Never","-99","pro git book, man git, Git Internals book","Yes","I make them myself","No",1,0,0,"-99","Collaboration (e.g. editing and updating data/code within a team)","-99","Yes",1,1,1,1,1,1,1,0,"-99","Ensuring packages build, integration pipelines between interdependent software",1,0,0,0,0,"-99","",1,0,0,0,0,0,0,0,0,"-99","Yes","Weekly","-99","Yes","Documents in git repos","No","Yes",0,0,0,0,1,0,"-99","Biomathematics & Bioinformatics  ","-99","Doctoral student","-99","0-3 years","Public University","-99"
"91","2000","CVS","-99",0,1,1,0,0,1,0,"-99",0,1,1,0,1,0,0,"Project web sites; trac.","-99","","Daily","-99","Daily","-99",0,1,0,"-99","My collaborators use it.","-99",0,0,0,0,0,0,0,1,"Working with people who were users ","Student of mine","After entering postsecondary education","-99","2","1","3","Once a semester","-99","GitHub help pages; stack overflow ","Yes","I make them myself","No",1,0,0,"Having some pre-built interactive activities. ","Openness (e.g. sharing data and code for open access)","-99","Yes",1,0,1,1,1,0,0,0,"-99","Testing, and auto-generation of latex documents ",1,1,0,0,0,"-99","No",1,1,0,0,0,1,0,1,0,"-99","Yes","Weekly","-99","No","It’s folklore all the way down. ","Maybe","No",NA,NA,NA,NA,NA,NA,"","Astrophysics ","-99","Tenure track faculty","-99","11+ years","Private University","-99"
"92","2012","Mercurial","-99",0,0,1,0,0,0,0,"-99",1,1,0,0,0,0,0,"-99","-99","","Daily","-99","Daily","-99",1,1,0,"-99","My collaborators use it.","-99",0,0,0,1,0,0,0,0,"-99","Myself","After entering postsecondary education","-99","2","1","3","Once a semester","-99","https://learngitbranching.js.org","Yes","I mix original and secondary materials","No",1,0,0,"-99","Collaboration (e.g. editing and updating data/code within a team)","-99","Yes",1,1,1,1,1,0,0,0,"-99","testing, publish packages",0,1,0,0,0,"-99","",1,1,0,0,0,0,0,1,0,"-99","Yes","Daily","-99","No","group wiki, README","Maybe","No",NA,NA,NA,NA,NA,NA,"","Astrophysics ","-99","Postdoc","-99","4-7 years","Public University","-99"
"93","2007","SVN","-99",0,0,1,0,0,1,0,"-99",1,1,0,0,1,0,0,"-99","-99","","Daily","-99","Daily","-99",0,1,0,"-99","My collaborators use it.","-99",1,0,0,1,0,0,0,0,"-99","-99","Before entering postsecondary education","-99","2","2","2","Weekly","-99","-99","Yes","I make them myself","No",1,0,0,"-99","Version Control","-99","Yes",1,1,1,1,1,1,1,0,"-99","-99",0,1,0,0,0,"-99","",1,1,0,0,0,0,0,1,0,"-99","Yes","Daily","-99","Yes","-99","Yes","Yes",1,0,0,0,1,0,"-99","Applied Mathematics ","-99","Staff","-99","0-3 years","Public University","-99"
"94","2016","Git","-99",0,0,1,0,0,0,0,"-99",0,1,1,0,0,0,0,"-99","-99","","Weekly","-99","Weekly","-99",1,0,0,"-99","My collaborators use it.","-99",1,1,1,1,0,1,1,0,"-99","fellow group members","After entering postsecondary education","-99","4","3","3","Once a semester","-99","github.com","No","","",NA,NA,NA,"","Collaboration (e.g. editing and updating data/code within a team)","-99","No",0,1,1,1,0,0,0,0,"-99","",0,0,0,1,0,"-99","",1,0,1,1,0,1,0,1,0,"-99","Yes","Once a year","-99","Yes","Google docs","Maybe","No",NA,NA,NA,NA,NA,NA,"","Library Science","-99","Tenure track faculty","-99","11+ years","Public University","-99"
"95","2015","Mercurial","-99",0,0,1,1,0,0,0,"-99",1,1,0,0,0,0,0,"-99","-99","","Weekly","-99","Monthly","-99",0,1,0,"-99","I need a version control system.","-99",0,0,0,0,0,0,0,1,"self","My postdoc who used it.","After entering postsecondary education","-99","2","3","3","Once a year","-99","-99","No","","",NA,NA,NA,"","Openness (e.g. sharing data and code for open access)","-99","Yes",0,1,1,0,0,0,0,0,"-99","",0,1,0,0,0,"-99","",1,1,0,0,0,0,0,0,0,"-99","Yes","Weekly","-99","No","readthedocs.org","Yes","No",NA,NA,NA,NA,NA,NA,"","Physics ","-99","Staff","-99","11+ years","Public University","-99"
"96","2009","SVN","-99",0,0,1,0,0,0,0,"-99",0,1,0,0,0,0,0,"-99","-99","","Daily","-99","Daily","-99",0,1,0,"-99","My collaborators use it.","-99",1,0,0,0,0,0,0,1,"One on one mentoring","Working with the Astropy collaboration as a contributor","Before entering postsecondary education","-99","4","3","5","Weekly","-99","StackOverflow, Git documentation / man page, asking friends","Yes","I mix original and secondary materials","No",1,0,0,"Better graphical representations of distributed version control system concepts","Change tracking (e.g. changes/additions to code on a macro-scale)","-99","Yes",1,1,1,1,1,1,1,0,"-99","For testing software and building documentation that takes too long for ReadTheDocs",1,0,0,0,0,"-99","",1,1,0,1,1,0,0,1,0,"-99","Yes","Daily","-99","Yes","I don't, yet","Maybe","Yes",0,0,0,0,1,0,"-99","Astrophysics ","-99","Postdoc","-99","0-3 years","Other:","Private research foundation"
"97","2014","Git","-99",0,1,1,0,0,0,0,"-99",0,1,0,0,0,0,0,"-99","-99","","Weekly","-99","Weekly","-99",1,1,0,"-99","My collaborators use it.","-99",1,0,0,1,0,0,0,0,"-99","-99","After entering postsecondary education","-99","3","3","3","Weekly","-99","r opensci, hadley wickham","No","","",NA,NA,NA,"","Collaboration (e.g. editing and updating data/code within a team)","-99","Yes",0,0,1,1,1,0,0,0,"-99","",0,1,0,0,0,"-99","",1,1,0,1,1,0,0,1,0,"-99","No","","","","-99","Maybe","Yes",1,0,0,0,0,0,"-99","Information Science ","-99","Tenure track faculty","-99","0-3 years","Public University","-99"
"98","2015","Git","-99",0,0,1,0,0,0,0,"-99",0,1,0,0,0,0,0,"-99","-99","","Daily","-99","Daily","-99",1,1,0,"-99","My collaborators use it.","-99",1,0,0,1,0,0,0,0,"-99","I no longer remember","After entering postsecondary education","-99","2","2","3","Once a semester","-99","Dunno; every time I need to look something up I google it","No","","",NA,NA,NA,"","Collaboration (e.g. editing and updating data/code within a team)","-99","Yes",0,1,1,1,0,1,0,0,"-99","",0,0,0,1,0,"-99","",0,0,0,0,0,0,0,0,1,"N/A","No","","","","N/A","Maybe","I don't know",NA,NA,NA,NA,NA,NA,"","Library Science","-99","Staff","-99","0-3 years","Public University","-99"
"99","2012","SVN","-99",0,0,1,0,0,0,0,"-99",0,1,0,0,1,0,0,"GitLab","-99","","Daily","-99","Daily","-99",0,1,0,"-99","I need a version control system.","-99",1,1,0,1,0,0,0,0,"-99","-99","After entering postsecondary education","-99","2","3","4","Once a semester","-99","-99","Yes","I mix original and secondary materials","No",0,0,1,"-99","Collaboration (e.g. editing and updating data/code within a team)","-99","Yes",1,1,1,1,1,0,0,0,"-99","running test suites to prevent “but it works on my computer” type issues",0,1,0,0,0,"-99","",1,0,0,0,0,1,0,1,0,"-99","Yes","Once a year","-99","No","Markdown files","No","No",NA,NA,NA,NA,NA,NA,"","Computer Science","-99","Masters student","-99","0-3 years","Public University","-99"
"100","1999","CVS","-99",0,0,1,0,0,0,0,"-99",0,1,1,0,0,0,0,"-99","-99","","Daily","-99","Daily","-99",1,1,0,"-99","I need a version control system.","-99",1,0,0,0,0,0,0,0,"-99","-99","After entering postsecondary education","-99","4","4","4","Never","-99","-99","Yes","I make them myself","No",1,0,0,"-99","Version Control","-99","Yes",1,1,1,1,1,1,1,0,"-99","Run tests on newly committed code",1,0,0,0,0,"-99","",1,1,1,0,1,1,1,1,0,"-99","Yes","Daily","-99","Yes","Yes","No","No",NA,NA,NA,NA,NA,NA,"","Library Science","-99","Staff","-99","0-3 years","Private University","-99"
"101","2005","Mercurial","-99",0,0,1,0,0,0,0,"-99",0,1,1,0,1,0,0,"GitLab","-99","","Daily","-99","Daily","-99",0,1,1,"Magit in Emacs","Other:","I started to use version control (Mercurial) because I needed a version control system. I switched to git because my collaborators used it.",0,0,0,1,0,0,0,0,"-99","Nobody. I learned using on-line material.","Other:","Around 2012, while working as a researcher","3","2","3","Never","-99","https://git-scm.com/","Yes","I reuse materials from others","No",1,0,0,"Helpers who solve the problems that students encounter.","Openness (e.g. sharing data and code for open access)","-99","No",0,1,1,1,1,0,1,0,"-99","",0,1,0,0,0,"-99","",1,1,0,0,1,1,0,1,0,"-99","Yes","Weekly","-99","No","Emacs/Org-Mode documents with embedded code","Maybe","Yes",0,0,0,1,0,0,"-99","Biophysics ","-99","Staff","-99","11+ years","Other:","government research lab"
"102","2013","Git","-99",0,0,1,0,0,0,0,"-99",0,1,0,0,0,0,0,"-99","-99","","Weekly","-99","Weekly","-99",0,1,0,"-99","My collaborators use it.","-99",1,0,0,1,0,0,0,1,"Colleagues' help","Supervisor (CTO) and developers at work (I was primarily not in a technical role). ","Before entering postsecondary education","-99","5","5","3","Other:","For the first few years, I used git intermittently and had to relearn about every 6mo. Now I use it several days a week and no longer need to relearn","Git cheat sheets (unsure where I source it from)","Yes","I make them myself","No",1,1,0,"-99","Collaboration (e.g. editing and updating data/code within a team)","-99","Yes",0,0,1,1,0,0,0,0,"-99","",1,1,0,0,0,"-99","Yes",0,0,0,0,0,0,0,0,1,"Unsure how to answer this question","Yes","Monthly","-99","No","Where details are stored depends on the project, but decisions and work are recorded as if they were to be read by a stranger who would need to reproduce my work. ","Maybe","No",NA,NA,NA,NA,NA,NA,"","Information Science ","-99","Doctoral student","-99","4-7 years","Public University","-99"
"103","2015","SVN","-99",0,0,1,0,0,0,0,"-99",0,1,1,0,0,0,0,"-99","-99","","Daily","-99","Daily","-99",1,1,1,"various editor plugins","I need a version control system.","-99",1,0,0,1,0,0,0,0,"-99","-99","After entering postsecondary education","-99","4","2","4","Never","-99","-99","Yes","I mix original and secondary materials","No",1,0,0,"-99","Version Control","-99","Yes",1,1,1,1,1,1,0,0,"-99","For automated testing, automated generation of source code documentation, and the continuous delivery to platforms like anaconda and dockerhub",0,1,0,0,0,"-99","",1,0,1,0,1,0,0,1,0,"-99","Yes","Weekly","-99","No","On my own","Yes","Yes",0,0,0,0,1,0,"-99","Earth atmospheric & ocean sciences ","-99","Staff","-99","0-3 years","Other:","research institute"
"104","2011","SVN","-99",0,0,1,0,0,0,0,"-99",0,1,1,0,0,0,0,"-99","-99","","Daily","-99","Daily","-99",1,0,0,"-99","I need a version control system.","-99",1,0,0,1,0,0,0,0,"-99","-99","After entering postsecondary education","-99","1","1","4","Once a semester","-99","-99","No","","",NA,NA,NA,"","Publishing (e.g. making content available online)","-99","Yes",1,0,1,1,1,0,1,0,"-99","-99",0,1,0,0,1,"private research","",1,1,0,0,1,1,1,1,0,"-99","Yes","Weekly","-99","No","-99","Yes","Yes",0,0,0,0,1,0,"-99","Archeology ","-99","Staff","-99","4-7 years","Other:","Archaeological Research Institute"
"105","1994 or earlier","Other","Sccs",0,0,1,0,0,0,0,"-99",0,1,1,1,1,0,0,"Gitlab","-99","","Daily","-99","Daily","-99",0,1,0,"-99","I need a version control system.","-99",1,0,0,0,0,0,0,0,"-99","-99","After entering postsecondary education","-99","3","3","3","Once a semester","-99","-99","Yes","I mix original and secondary materials","No",1,0,0,"Helpers are very useful.","Collaboration (e.g. editing and updating data/code within a team)","-99","No",0,1,1,1,1,1,0,0,"-99","",0,1,0,0,0,"-99","",1,0,0,0,1,0,1,1,0,"-99","Yes","Weekly","-99","No","OneNote","Yes","Yes",0,1,0,1,1,0,"-99","Earth atmospheric & ocean sciences ","-99","Staff","-99","11+ years","Other:","Research institute"
"106","2016","Git","-99",0,0,1,0,0,0,0,"-99",0,1,0,0,0,0,0,"-99","-99","","Once every 4 months","-99","Once every 4 months","-99",0,1,0,"-99","My collaborators use it.","-99",1,0,0,0,0,0,0,0,"-99","I taught myself using online materials like https://happygitwithr.com/","After entering postsecondary education","-99","3","3","2","Once a semester","-99","https://happygitwithr.com/","No","","",NA,NA,NA,"","Openness (e.g. sharing data and code for open access)","-99","Yes",0,0,1,1,1,0,0,0,"-99","",0,0,0,1,0,"-99","",0,0,0,0,0,1,0,1,0,"-99","No","","","","varies by project, by collaborators","Maybe","No",NA,NA,NA,NA,NA,NA,"","Library Science","-99","Tenure track faculty","-99","4-7 years","Public University","-99"
"107","2002","CVS","-99",0,0,1,0,0,0,0,"-99",1,1,0,0,0,0,0,"-99","-99","","Weekly","-99","Weekly","-99",0,1,0,"-99","Other:","Taught in masters degree course",1,1,0,1,0,0,0,0,"-99","I really can't remember","After entering postsecondary education","-99","4","4","3","Once a semester","-99","https://software-carpentry.org/ or stackexchange","Yes","I mix original and secondary materials","No",1,1,0,"Physical exercises a la https://www.csunplugged.org/en/ and docker/binder enabled exercises that simulate group situations for git.","Collaboration (e.g. editing and updating data/code within a team)","-99","Yes",1,0,1,1,1,0,0,0,"-99","I had students contributing structured text files (RDF in turtle format) and wanted to run a syntax check against them, so that the students could fix errors.",1,1,0,0,0,"-99","No",1,0,0,1,0,1,0,1,0,"-99","Yes","Weekly","-99","Yes","For a project where 20+ undergrads were using github to contribute data (content analysis) we developed training materials published in the repo as github pages. These were delivered in in-class sessions.","No","Yes",0,0,0,0,1,0,"-99","Information Science ","-99","Tenure track faculty","-99","8-10 years","Public University","-99"
"108","2012","SVN","-99",0,0,1,0,0,0,0,"-99",0,1,1,0,0,0,0,"-99","-99","","Monthly","-99","Weekly","-99",0,1,0,"-99","My collaborators use it.","-99",0,0,0,1,0,0,0,0,"-99","My PhD student ","After entering postsecondary education","-99","2","2","3","Once a semester","-99","Google","No","","",NA,NA,NA,"","Collaboration (e.g. editing and updating data/code within a team)","-99","Yes",0,1,1,0,0,0,1,0,"-99","",0,1,0,0,0,"-99","",1,1,0,0,0,0,0,1,0,"-99","Yes","Monthly","-99","No","I just upload to git","Maybe","Yes",0,1,1,0,0,0,"-99","Physics ","-99","Postdoc","-99","4-7 years","Public University","-99"
"109","2016","Git","-99",0,0,1,0,0,0,0,"-99",0,1,0,0,0,0,0,"-99","-99","","Monthly","-99","Monthly","-99",1,1,0,"-99","I heard it would get me a job in the future.","-99",0,0,0,0,0,0,1,0,"-99","Software Carpentries workshop","After entering postsecondary education","-99","1","1","3","Once a semester","-99","-99","Yes","I mix original and secondary materials","Yes",1,0,0,"helper","Collaboration (e.g. editing and updating data/code within a team)","-99","No",0,0,1,0,0,1,0,0,"-99","",0,0,0,1,0,"-99","",1,1,0,0,0,1,0,1,0,"-99","Yes","Monthly","-99","I don't know","-99","Maybe","No",NA,NA,NA,NA,NA,NA,"","Library Science","-99","Staff","-99","0-3 years","Private University","-99"
"110","2005","CVS","-99",0,0,1,0,0,0,0,"-99",0,1,1,0,1,0,0,"GitLab","-99","","Daily","-99","Daily","-99",1,0,0,"-99","Other:","It was suppossed to be less painful than SVN.",1,0,0,1,0,0,0,0,"-99","Fellow programmers","After entering postsecondary education","-99","2","1","4","Other:","Whenever I need a new feature.","git --help","Yes","I reuse materials from others","No",1,0,0,"-99","Collaboration (e.g. editing and updating data/code within a team)","-99","Yes",1,1,1,1,1,1,0,0,"-99","run unit and integrations tests of software I maintain (CI); render manuscripts to human readable formats (e.g., R Markdown to PDF)",0,1,0,0,0,"-99","",1,0,1,1,1,1,1,1,0,"-99","Yes","Weekly","-99","No","use of literate programming, only scripted workflows, document as needed for own understanding at a later point in time","Yes","Yes",0,0,0,1,1,0,"-99","Computer & Information Sciences","-99","Doctoral student","-99","4-7 years","Public University","-99"
